County,Year,Variable,Value,CI_Low,CI_High
Clayton,2023,% Smokers,18.7,15.9,21.3
Coffee,2023,Average Number of Mentally Unhealthy Days,5.0892315746,4.8642310468,5.3253972428
Cook,2023,% Uninsured,17.42027947,15.037300746,19.803258193
Coffee,2023,% Smokers,24.5,22.0,27.0
Cook,2023,% Excessive Drinking,16.038570151,15.394269999,16.741681309
Columbia,2023,% Uninsured,12.259231437,10.59114633,13.927316543
Columbia,2023,% Adults with Obesity,33.8,32.4,35.2
Columbia,2023,% Smokers,14.1,11.8,16.4
Colquitt,2023,% Unemployed,3.2078103208,N/A,N/A
Columbia,2023,% Children in Poverty,9.2,6.5787234043,11.821276596
Colquitt,2023,% Uninsured,23.052831122,20.431554526,25.674107717
Cook,2023,Average Number of Mentally Unhealthy Days,5.4364426238,5.1718319916,5.6947561824
Cobb,2023,% Unemployed,3.2630942083,N/A,N/A
Cook,2023,Average Number of Physically Unhealthy Days,4.2375819938,3.9152736261,4.5618855155
Cook,2023,% Adults with Obesity,40.0,38.5,41.4
Cobb,2023,Median Household Income,87532.0,83229.531915,91834.468085
Brantley,2023,% Adults with Obesity,38.2,36.6,39.9
Echols,2023,% Children in Poverty,31.7,20.738297872,42.661702128
Berrien,2023,% Uninsured,18.344677026,15.842549366,20.846804685
Berrien,2023,Average Number of Physically Unhealthy Days,4.2162445125,3.8510856794,4.5795362158
Berrien,2023,% Unemployed,3.7264644351,N/A,N/A
Berrien,2023,% Smokers,24.4,21.2,27.2
Ben Hill,2023,Drug Overdose Mortality Rate,N/A,N/A,N/A
Barrow,2023,Preventable Hospitalization Rate,3921.0,N/A,N/A
Berrien,2023,Median Household Income,46404.0,39921.106383,52886.893617
Ben Hill,2023,Median Household Income,39863.0,34055.680851,45670.319149
Bibb,2023,Average Number of Mentally Unhealthy Days,5.2043392033,4.9622785603,5.4585107025
Berrien,2023,% Children in Poverty,27.9,18.24893617,37.55106383
Bibb,2023,% Smokers,20.4,17.8,23.1
Bartow,2023,Preventable Hospitalization Rate,3677.0,N/A,N/A
Berrien,2023,Preventable Hospitalization Rate,4189.0,N/A,N/A
Baker,2023,% Excessive Drinking,14.824204406,14.252482023,15.386990983
Baldwin,2023,% Smokers,20.6,18.1,23.2
Baldwin,2023,% Adults with Obesity,42.9,41.5,44.4
Baker,2023,Preventable Hospitalization Rate,N/A,N/A,N/A
Baker,2023,Drug Overdose Mortality Rate,N/A,N/A,N/A
Baker,2023,Average Number of Mentally Unhealthy Days,5.1421639607,4.8840409048,5.3835115005
Baker,2023,% Smokers,22.8,20.1,25.4
Baldwin,2023,Average Number of Physically Unhealthy Days,4.0582728826,3.7760780181,4.3668957144
Baker,2023,% Children in Poverty,41.5,27.917021277,55.082978723
Bibb,2023,Average Number of Physically Unhealthy Days,4.0121127982,3.6926475026,4.3285146982
Baker,2023,Median Household Income,44106.0,37554.0,50658.0
Bacon,2023,% Excessive Drinking,16.500445111,15.741644636,17.277064003
Baldwin,2023,Average Number of Mentally Unhealthy Days,5.5666699945,5.296864473,5.834605511
Bacon,2023,% Smokers,25.3,22.3,27.9
Ben Hill,2023,% Children in Poverty,34.4,22.723404255,46.076595745
Ben Hill,2023,Preventable Hospitalization Rate,4282.0,N/A,N/A
Ben Hill,2023,Average Number of Physically Unhealthy Days,4.576252583,4.3084164518,4.8708571988
Bartow,2023,% Adults with Obesity,34.2,32.8,35.7
Ben Hill,2023,% Smokers,25.3,22.9,27.6
Ben Hill,2023,% Adults with Obesity,44.4,43.1,45.7
Bibb,2023,% Adults with Obesity,40.9,39.5,42.3
Ben Hill,2023,% Uninsured,17.868725869,15.366598209,20.370853528
Bibb,2023,% Uninsured,13.554769113,11.886684006,15.222854219
Bartow,2023,% Excessive Drinking,17.51859793,16.788336643,18.285424075
Bibb,2023,Preventable Hospitalization Rate,3991.0,N/A,N/A
Bibb,2023,% Children in Poverty,39.0,32.208510638,45.791489362
Bartow,2023,% Smokers,20.3,17.3,23.1
Bibb,2023,% Excessive Drinking,14.464397708,13.87867011,15.032442951
Bibb,2023,% Unemployed,5.0151012891,N/A,N/A
Bartow,2023,Average Number of Physically Unhealthy Days,3.4038114579,3.1038889115,3.7173743779
Barrow,2023,% Unemployed,2.9276979698,N/A,N/A
Bartow,2023,Average Number of Mentally Unhealthy Days,5.0517093836,4.7658618046,5.3357748773
Bartow,2023,% Children in Poverty,17.3,11.938297872,22.661702128
Ben Hill,2023,% Unemployed,5.2442528736,N/A,N/A
Bartow,2023,% Uninsured,18.043966099,15.899285248,20.188646951
Barrow,2023,Median Household Income,67646.0,61136.893617,74155.106383
Bartow,2023,% Unemployed,3.513666426,N/A,N/A
Baker,2023,Average Number of Physically Unhealthy Days,4.1870673436,3.8951864472,4.505052763
Baker,2023,% Unemployed,4.9339207048,N/A,N/A
Bartow,2023,Median Household Income,67604.0,59709.191489,75498.808511
Baker,2023,% Adults with Obesity,42.8,41.4,44.2
Ben Hill,2023,Average Number of Mentally Unhealthy Days,5.5281675241,5.2743332731,5.7661411686
Baker,2023,% Uninsured,18.796992481,15.818269077,21.775715885
Baker,2023,Suicide Rate (Age-Adjusted),N/A,N/A,N/A
Ben Hill,2023,% Excessive Drinking,14.830480831,14.257693431,15.455139017
Bacon,2023,Suicide Rate (Age-Adjusted),N/A,N/A,N/A
Barrow,2023,Average Number of Physically Unhealthy Days,3.57236675,3.2757052066,3.8679078707
Barrow,2023,% Excessive Drinking,17.247323114,16.54565785,17.975917115
Baldwin,2023,% Uninsured,16.211287433,13.709159773,18.713415092
Banks,2023,% Smokers,22.3,18.9,25.6
Baldwin,2023,% Children in Poverty,31.6,22.187234043,41.012765957
Baldwin,2023,Preventable Hospitalization Rate,2675.0,N/A,N/A
Bacon,2023,% Unemployed,3.2458135208,N/A,N/A
Banks,2023,Preventable Hospitalization Rate,3937.0,N/A,N/A
Bacon,2023,% Uninsured,18.625302733,16.004026138,21.246579329
Barrow,2023,% Adults with Obesity,36.2,34.7,37.5
Barrow,2023,Average Number of Mentally Unhealthy Days,4.8132298774,4.5556018957,5.0618835667
Banks,2023,% Children in Poverty,19.4,13.204255319,25.595744681
Banks,2023,Median Household Income,60485.0,52275.638298,68694.361702
Barrow,2023,% Smokers,18.9,16.4,21.5
Baldwin,2023,% Excessive Drinking,16.214173632,15.578153937,16.853350049
Barrow,2023,% Uninsured,19.278790754,17.134109903,21.423471605
Bacon,2023,% Children in Poverty,35.7,24.857446809,46.542553191
Banks,2023,Average Number of Physically Unhealthy Days,3.9480118692,3.5573636803,4.3251238244
Bacon,2023,Preventable Hospitalization Rate,9221.0,N/A,N/A
Banks,2023,% Excessive Drinking,17.809244617,16.934374607,18.772911067
Banks,2023,% Unemployed,2.5899565045,N/A,N/A
Bacon,2023,Drug Overdose Mortality Rate,N/A,N/A,N/A
Baldwin,2023,Median Household Income,44685.0,39085.0,50285.0
Baldwin,2023,Drug Overdose Mortality Rate,N/A,N/A,N/A
Baldwin,2023,% Unemployed,4.771304495,N/A,N/A
Banks,2023,Average Number of Mentally Unhealthy Days,5.2900167045,4.9449329388,5.6300327965
Banks,2023,% Uninsured,22.084636497,19.344210965,24.825062029
Banks,2023,% Adults with Obesity,36.5,34.8,38.4
Bacon,2023,Median Household Income,43154.0,37022.595745,49285.404255
Atkinson,2023,Suicide Rate (Age-Adjusted),N/A,N/A,N/A
Appling,2023,Average Number of Mentally Unhealthy Days,5.4535837175,5.1951642125,5.7196973907
Appling,2023,% Smokers,24.8,22.1,27.4
Bacon,2023,Average Number of Physically Unhealthy Days,4.3773142026,4.0607101763,4.7037020224
Atkinson,2023,Drug Overdose Mortality Rate,N/A,N/A,N/A
Atkinson,2023,% Children in Poverty,38.7,27.380851064,50.019148936
Bacon,2023,Average Number of Mentally Unhealthy Days,5.2834201135,5.0346128115,5.5208673729
Atkinson,2023,% Unemployed,2.9091716633,N/A,N/A
Atkinson,2023,Median Household Income,40303.0,34862.659574,45743.340426
Atkinson,2023,% Adults with Obesity,41.5,40.1,42.8
Appling,2023,Average Number of Physically Unhealthy Days,4.3903831263,4.0670029339,4.7257229387
Appling,2023,% Uninsured,19.856175382,17.234898787,22.477451978
Appling,2023,Injury Death Rate,95.478859028,76.576836906,117.63262474
Appling,2023,Suicide Rate (Age-Adjusted),12.775244713,6.3773561318,22.858441678
Atkinson,2023,% Smokers,25.5,23.0,28.0
Atkinson,2023,Preventable Hospitalization Rate,3087.0,N/A,N/A
Appling,2023,% Unemployed,3.5745047373,N/A,N/A
Appling,2023,Teen Birth Rate,49.379524302,42.37648942,56.382559184
Appling,2023,Median Household Income,46530.0,40070.93617,52989.06383
Appling,2023,% Children in Poverty,27.6,17.829787234,37.370212766
Appling,2023,% Adults with Obesity,38.0,36.6,39.3
Atkinson,2023,Average Number of Physically Unhealthy Days,4.8372751559,4.4902365194,5.1530358291
Atkinson,2023,% Uninsured,25.75779342,22.540772144,28.974814697
Atkinson,2023,% Excessive Drinking,15.099607918,14.445500619,15.710022646
Bacon,2023,% Adults with Obesity,40.0,38.5,41.5
Appling,2023,Preventable Hospitalization Rate,3028.0,N/A,N/A
Appling,2023,Drug Overdose Mortality Rate,N/A,N/A,N/A
Atkinson,2023,Average Number of Mentally Unhealthy Days,5.3627499567,5.0932504727,5.6227501603
Appling,2023,% Excessive Drinking,16.108220334,15.360593298,16.832918459
Berrien,2023,Average Number of Mentally Unhealthy Days,5.3453874894,5.0270857745,5.6548007051
Berrien,2023,% Adults with Obesity,36.5,34.9,38.1
Barrow,2023,% Children in Poverty,13.3,8.8914893617,17.708510638
Berrien,2023,% Excessive Drinking,16.386289465,15.583580498,17.197141316
Floyd,2023,% Excessive Drinking,16.689206363,15.989376384,17.354819483
Floyd,2023,Preventable Hospitalization Rate,4539.0,N/A,N/A
Fayette,2023,% Adults with Obesity,31.4,30.1,32.7
Forsyth,2023,Average Number of Mentally Unhealthy Days,4.1862269738,3.9237574451,4.4730205582
Forsyth,2023,% Uninsured,10.099016941,9.0266765158,11.171357367
Fayette,2023,% Children in Poverty,8.6,5.9787234043,11.221276596
Floyd,2023,Average Number of Mentally Unhealthy Days,5.2765870939,5.0058531989,5.5456300527
Franklin,2023,Average Number of Physically Unhealthy Days,3.9630312689,3.5931718712,4.3314362545
Floyd,2023,% Adults with Obesity,38.1,36.8,39.5
Gilmer,2023,% Uninsured,21.840020665,19.099595133,24.580446197
Floyd,2023,% Children in Poverty,25.2,18.408510638,31.991489362
Fayette,2023,Average Number of Mentally Unhealthy Days,4.3455784191,4.1028869009,4.5815648421
Fannin,2023,% Children in Poverty,22.9,14.917021277,30.882978723
Fannin,2023,% Smokers,20.3,16.8,23.8
Fannin,2023,% Excessive Drinking,17.794351687,16.895539966,18.796629461
Fannin,2023,Average Number of Mentally Unhealthy Days,5.2407748369,4.8600694232,5.6090606552
Fayette,2023,Average Number of Physically Unhealthy Days,2.6702874808,2.4405672131,2.9081324746
Fannin,2023,% Uninsured,18.666886471,16.164758811,21.169014131
Fannin,2023,Preventable Hospitalization Rate,2972.0,N/A,N/A
Forsyth,2023,% Adults with Obesity,26.8,25.5,28.3
Fayette,2023,Median Household Income,92319.0,87066.914894,97571.085106
Floyd,2023,Median Household Income,59685.0,56644.319149,62725.680851
Fannin,2023,% Unemployed,2.8312282784,N/A,N/A
Forsyth,2023,% Smokers,11.2,8.9,13.7
Forsyth,2023,Median Household Income,120919.0,112913.38298,128924.61702
Forsyth,2023,Preventable Hospitalization Rate,2332.0,N/A,N/A
Fannin,2023,% Adults with Obesity,31.0,29.3,32.7
Forsyth,2023,% Children in Poverty,5.6,4.0510638298,7.1489361702
Forsyth,2023,% Excessive Drinking,17.725508423,16.998066434,18.453160295
Forsyth,2023,% Unemployed,2.4852201431,N/A,N/A
Forsyth,2023,Average Number of Physically Unhealthy Days,2.4470425744,2.184676703,2.7313461077
Floyd,2023,% Unemployed,3.6772914721,N/A,N/A
Floyd,2023,Average Number of Physically Unhealthy Days,3.7780758611,3.4504820105,4.1073007512
Fannin,2023,Average Number of Physically Unhealthy Days,3.6536866551,3.2659645105,4.0505469236
Floyd,2023,% Smokers,20.7,17.7,23.5
Floyd,2023,% Uninsured,19.258703054,17.114022203,21.403383905
Fayette,2023,% Smokers,13.1,10.9,15.2
Fayette,2023,% Excessive Drinking,15.365705421,14.847432482,15.901699641
Dooly,2023,% Unemployed,7.273095624,N/A,N/A
Dooly,2023,Preventable Hospitalization Rate,5146.0,N/A,N/A
Dooly,2023,Median Household Income,43270.0,36969.404255,49570.595745
Dougherty,2023,Average Number of Physically Unhealthy Days,4.0519596994,3.7265154715,4.3933029412
Dooly,2023,Drug Overdose Mortality Rate,N/A,N/A,N/A
Dougherty,2023,Average Number of Mentally Unhealthy Days,5.5672726914,5.2535632883,5.8581193575
Dougherty,2023,% Adults with Obesity,44.9,43.3,46.5
Emanuel,2023,% Excessive Drinking,15.006987155,14.427617254,15.652090412
Dougherty,2023,% Smokers,22.0,18.8,25.2
Dougherty,2023,% Unemployed,6.3583506694,N/A,N/A
Early,2023,% Adults with Obesity,41.5,40.0,42.9
Dougherty,2023,% Uninsured,15.869886644,13.844354729,17.895418559
Dougherty,2023,% Children in Poverty,38.4,28.153191489,48.646808511
Dooly,2023,% Uninsured,16.158275144,13.775296421,18.541253867
Douglas,2023,% Adults with Obesity,37.4,36.1,38.8
Early,2023,Median Household Income,38817.0,33476.744681,44157.255319
Early,2023,% Unemployed,5.0023052098,N/A,N/A
Evans,2023,% Smokers,23.7,21.0,26.2
Early,2023,% Uninsured,14.280125196,12.135444345,16.424806047
Early,2023,Drug Overdose Mortality Rate,N/A,N/A,N/A
Echols,2023,% Smokers,22.5,20.2,24.7
Evans,2023,Preventable Hospitalization Rate,4104.0,N/A,N/A
Dougherty,2023,Median Household Income,41985.0,38426.021277,45543.978723
Emanuel,2023,% Children in Poverty,33.2,23.906382979,42.493617021
Elbert,2023,Preventable Hospitalization Rate,4345.0,N/A,N/A
Evans,2023,% Uninsured,18.649439298,16.028162702,21.270715894
Early,2023,Preventable Hospitalization Rate,3605.0,N/A,N/A
Evans,2023,Average Number of Mentally Unhealthy Days,5.1324011615,4.8783946747,5.3710872282
Emanuel,2023,Median Household Income,45252.0,41509.531915,48994.468085
Elbert,2023,% Children in Poverty,30.3,20.291489362,40.308510638
Early,2023,% Smokers,25.3,22.5,27.8
Evans,2023,% Adults with Obesity,40.1,38.7,41.5
Emanuel,2023,% Unemployed,5.2655782939,N/A,N/A
Emanuel,2023,Preventable Hospitalization Rate,4933.0,N/A,N/A
Evans,2023,% Excessive Drinking,14.806262766,14.246206534,15.421663889
Echols,2023,% Unemployed,2.7411702688,N/A,N/A
Evans,2023,% Unemployed,3.4948831821,N/A,N/A
Douglas,2023,Average Number of Physically Unhealthy Days,3.3651763311,3.0931431225,3.6432561681
Douglas,2023,Average Number of Mentally Unhealthy Days,5.002831348,4.7508951188,5.2343508825
Dougherty,2023,% Excessive Drinking,13.112394887,12.544958635,13.742406385
Echols,2023,% Uninsured,24.282756581,21.065735304,27.499777857
Elbert,2023,Median Household Income,42866.0,37221.914894,48510.085106
Echols,2023,Preventable Hospitalization Rate,2610.0,N/A,N/A
Emanuel,2023,Average Number of Physically Unhealthy Days,4.3929168644,4.0874886411,4.7131518971
Evans,2023,Average Number of Physically Unhealthy Days,4.3750655907,4.0585189693,4.7250453111
Emanuel,2023,% Smokers,24.9,22.4,27.4
Emanuel,2023,% Adults with Obesity,40.5,39.2,41.7
Douglas,2023,% Uninsured,16.821386417,14.915003438,18.727769395
Early,2023,% Excessive Drinking,13.677445287,13.076560023,14.252686783
Early,2023,Suicide Rate (Age-Adjusted),N/A,N/A,N/A
Gilmer,2023,% Excessive Drinking,18.162788677,17.27468641,19.028294607
Early,2023,% Children in Poverty,41.5,28.393617021,54.606382979
Emanuel,2023,Average Number of Mentally Unhealthy Days,5.3291153685,5.0784803801,5.5692057912
Echols,2023,% Excessive Drinking,16.959148012,16.212954253,17.651670723
Glascock,2023,% Unemployed,2.6128266033,N/A,N/A
Echols,2023,Average Number of Mentally Unhealthy Days,5.0964489478,4.8617399677,5.3296700959
Emanuel,2023,% Uninsured,19.204792389,16.821813665,21.587771112
Echols,2023,% Adults with Obesity,39.0,37.6,40.4
Fayette,2023,% Uninsured,12.251410153,10.821622919,13.681197387
Douglas,2023,% Smokers,17.1,15.0,19.6
Echols,2023,Average Number of Physically Unhealthy Days,4.1330598624,3.8599817682,4.4273412901
Emanuel,2023,Drug Overdose Mortality Rate,N/A,N/A,N/A
Franklin,2023,% Smokers,21.8,18.6,24.8
Gilmer,2023,% Unemployed,3.0300575225,N/A,N/A
Franklin,2023,% Children in Poverty,27.7,20.193617021,35.206382979
Glynn,2023,Average Number of Physically Unhealthy Days,3.6720806079,3.3763927178,3.9841305843
Glynn,2023,% Smokers,18.5,15.9,21.0
Gilmer,2023,Median Household Income,57970.0,52324.723404,63615.276596
Fulton,2023,Average Number of Physically Unhealthy Days,2.8707323723,2.6192839035,3.1372681846
Glascock,2023,Drug Overdose Mortality Rate,N/A,N/A,N/A
Glynn,2023,Average Number of Mentally Unhealthy Days,5.2250181473,4.9454456786,5.5191162654
Glascock,2023,Average Number of Physically Unhealthy Days,4.1277798985,3.7574308153,4.508278064
Fayette,2023,Preventable Hospitalization Rate,2412.0,N/A,N/A
Glascock,2023,Average Number of Mentally Unhealthy Days,5.4017655973,5.0693306584,5.7145797405
Fulton,2023,Average Number of Mentally Unhealthy Days,4.5042867918,4.2817306899,4.7357317256
Fannin,2023,Median Household Income,54446.0,48619.617021,60272.382979
Glascock,2023,% Uninsured,16.819699499,14.198422903,19.440976095
Gilmer,2023,% Children in Poverty,23.3,15.674468085,30.925531915
Gilmer,2023,% Adults with Obesity,34.5,32.8,36.2
Gilmer,2023,Average Number of Mentally Unhealthy Days,5.4119017186,5.0818594786,5.7562115408
Fulton,2023,Median Household Income,82820.0,80529.957447,85110.042553
Evans,2023,Median Household Income,41847.0,35891.93617,47802.06383
Dooly,2023,% Children in Poverty,33.8,21.885106383,45.714893617
Evans,2023,Drug Overdose Mortality Rate,N/A,N/A,N/A
Fayette,2023,% Unemployed,2.9138731305,N/A,N/A
Dooly,2023,Suicide Rate (Age-Adjusted),N/A,N/A,N/A
Evans,2023,% Children in Poverty,37.1,25.065957447,49.134042553
Douglas,2023,% Excessive Drinking,15.567375544,15.0063281,16.136423072
Early,2023,Average Number of Mentally Unhealthy Days,5.2910510481,5.0526547465,5.5540065281
Dougherty,2023,Preventable Hospitalization Rate,4127.0,N/A,N/A
Gilmer,2023,Preventable Hospitalization Rate,2201.0,N/A,N/A
Douglas,2023,% Unemployed,4.364805881,N/A,N/A
Glascock,2023,% Adults with Obesity,36.3,34.5,38.0
Fulton,2023,Preventable Hospitalization Rate,2976.0,N/A,N/A
Glascock,2023,% Children in Poverty,19.4,12.608510638,26.191489362
Fulton,2023,% Children in Poverty,19.3,15.725531915,22.874468085
Douglas,2023,Preventable Hospitalization Rate,4589.0,N/A,N/A
Glascock,2023,Preventable Hospitalization Rate,2663.0,N/A,N/A
Glascock,2023,Suicide Rate (Age-Adjusted),N/A,N/A,N/A
Gilmer,2023,Average Number of Physically Unhealthy Days,3.8023089625,3.4177585926,4.1843386106
Glascock,2023,% Smokers,23.9,20.8,26.9
Douglas,2023,Median Household Income,66162.0,60100.893617,72223.106383
Glascock,2023,Median Household Income,49175.0,42116.617021,56233.382979
Franklin,2023,Average Number of Mentally Unhealthy Days,5.2977670271,4.9886452784,5.6205640023
Douglas,2023,% Children in Poverty,20.8,15.676595745,25.923404255
Glascock,2023,% Excessive Drinking,17.605753313,16.77003129,18.581990225
Franklin,2023,% Excessive Drinking,17.14158455,16.260580206,18.05749482
Glynn,2023,% Adults with Obesity,36.3,35.0,37.6
Fulton,2023,% Smokers,13.0,10.9,15.2
Early,2023,Average Number of Physically Unhealthy Days,4.5624868786,4.2649643765,4.8700414209
Fulton,2023,% Unemployed,4.6526010992,N/A,N/A
Franklin,2023,% Adults with Obesity,35.3,33.4,37.0
Franklin,2023,% Unemployed,3.6692710909,N/A,N/A
Gilmer,2023,% Smokers,20.3,17.1,23.6
Fulton,2023,% Excessive Drinking,19.463331873,18.959337877,19.959147355
Fulton,2023,% Uninsured,11.043056418,10.089864929,11.996247907
Franklin,2023,Median Household Income,48045.0,41087.893617,55002.106383
Franklin,2023,Preventable Hospitalization Rate,4536.0,N/A,N/A
